Method,Instance,N,K,Q,Cost,Optimal_Value,Optimality_Gap(%),Processing_Time(s)
My-Euristich,XML100_2211_18,100,0,3,None,26026.0,100.0,0.000006
My-Euristich,XML100_2211_19,100,0,4,None,17913.0,100.0,0.000006
My-Euristich,XML100_2211_20,100,0,3,None,25286.0,100.0,0.000006
My-Euristich,XML100_2211_21,100,0,3,None,19938.0,100.0,0.000013
My-Euristich,XML100_2211_22,100,0,4,None,19454.0,100.0,0.000008
My-Euristich,XML100_2211_23,100,0,3,None,32776.0,100.0,0.000006
My-Euristich,XML100_2211_24,100,0,3,None,26462.0,100.0,0.000007
My-Euristich,XML100_2211_25,100,0,3,None,23606.0,100.0,0.000009
My-Euristich,XML100_2211_26,100,0,4,None,20346.0,100.0,0.000012
My-Euristich,XML100_2211_27,100,0,3,None,31961.0,100.0,0.000007
My-Euristich,XML100_2212_01,100,0,6,None,16152.0,100.0,0.000012
My-Euristich,XML100_2212_02,100,0,5,None,14241.0,100.0,0.000018
My-Euristich,XML100_2212_03,100,0,6,None,16523.0,100.0,0.000013
My-Euristich,XML100_2212_04,100,0,6,None,15707.0,100.0,0.000007
My-Euristich,XML100_2212_05,100,0,7,None,10824.0,100.0,0.000007
My-Euristich,XML100_2212_06,100,0,6,None,13462.0,100.0,0.000020
My-Euristich,XML100_2212_07,100,0,7,None,16642.0,100.0,0.000013
My-Euristich,XML100_2212_08,100,0,7,None,13692.0,100.0,0.000006
My-Euristich,XML100_2212_09,100,0,5,None,18233.0,100.0,0.000006
My-Euristich,XML100_2212_10,100,0,6,None,12332.0,100.0,0.000006
My-Euristich,XML100_2212_11,100,0,5,None,18991.0,100.0,0.000031
My-Euristich,XML100_2212_12,100,0,6,None,13820.0,100.0,0.000007
My-Euristich,XML100_2212_13,100,0,6,None,17116.0,100.0,0.000007
My-Euristich,XML100_2212_14,100,0,6,None,16859.0,100.0,0.000006
My-Euristich,XML100_2212_15,100,0,7,None,12945.0,100.0,0.000010
My-Euristich,XML100_2212_16,100,0,5,None,20527.0,100.0,0.000009
My-Euristich,XML100_2212_17,100,0,5,None,19588.0,100.0,0.000006
My-Euristich,XML100_2212_18,100,0,5,None,17604.0,100.0,0.000006
My-Euristich,XML100_2212_19,100,0,7,None,12185.0,100.0,0.000007
My-Euristich,XML100_2212_20,100,0,7,None,13412.0,100.0,0.000008
My-Euristich,XML100_2212_21,100,0,5,None,18028.0,100.0,0.000007
My-Euristich,XML100_2212_22,100,0,5,None,19527.0,100.0,0.000006
My-Euristich,XML100_2212_23,100,0,6,None,12937.0,100.0,0.000006
My-Euristich,XML100_2212_24,100,0,6,None,14718.0,100.0,0.000031
My-Euristich,XML100_2212_25,100,0,7,None,14198.0,100.0,0.000007
My-Euristich,XML100_2212_26,100,0,6,None,18694.0,100.0,0.000006
My-Euristich,XML100_2212_27,100,0,6,None,17072.0,100.0,0.000006
My-Euristich,XML100_2213_01,100,0,9,None,11786.0,100.0,0.000011
My-Euristich,XML100_2213_02,100,0,10,None,10591.0,100.0,0.000014
My-Euristich,XML100_2213_03,100,0,11,None,9097.0,100.0,0.000014
My-Euristich,XML100_2213_04,100,0,11,None,8357.0,100.0,0.000007
My-Euristich,XML100_2213_05,100,0,9,None,8952.0,100.0,0.000023
My-Euristich,XML100_2213_06,100,0,9,None,12603.0,100.0,0.000008
My-Euristich,XML100_2213_07,100,0,9,None,9727.0,100.0,0.000006
My-Euristich,XML100_2213_08,100,0,11,None,10713.0,100.0,0.000007
My-Euristich,XML100_2213_09,100,0,10,None,12089.0,100.0,0.000006
My-Euristich,XML100_2213_10,100,0,11,None,10325.0,100.0,0.000012
My-Euristich,XML100_2213_11,100,0,10,None,9185.0,100.0,0.000006
My-Euristich,XML100_2213_12,100,0,10,None,10187.0,100.0,0.000005
My-Euristich,XML100_2213_13,100,0,10,None,11931.0,100.0,0.000005
My-Euristich,XML100_2213_14,100,0,10,None,10760.0,100.0,0.000010
My-Euristich,XML100_2213_15,100,0,8,None,13602.0,100.0,0.000006
My-Euristich,XML100_2213_16,100,0,8,None,11845.0,100.0,0.000005
My-Euristich,XML100_2213_17,100,0,11,None,7766.0,100.0,0.000005
My-Euristich,XML100_2213_18,100,0,10,None,10322.0,100.0,0.000006
My-Euristich,XML100_2213_19,100,0,9,None,11795.0,100.0,0.000009
My-Euristich,XML100_2213_20,100,0,9,None,11320.0,100.0,0.000005
My-Euristich,XML100_2213_21,100,0,8,None,9970.0,100.0,0.000005
My-Euristich,XML100_2213_22,100,0,8,None,12538.0,100.0,0.000005
My-Euristich,XML100_2213_23,100,0,9,None,8863.0,100.0,0.000032
My-Euristich,XML100_2213_24,100,0,11,None,10062.0,100.0,0.000007
My-Euristich,XML100_2213_25,100,0,9,None,10375.0,100.0,0.000005
My-Euristich,XML100_2213_26,100,0,11,None,10991.0,100.0,0.000006
My-Euristich,XML100_2213_27,100,0,10,None,10540.0,100.0,0.000015
My-Euristich,XML100_2214_01,100,0,12,None,10601.0,100.0,0.000011
My-Euristich,XML100_2214_02,100,0,14,None,9558.0,100.0,0.000006
My-Euristich,XML100_2214_03,100,0,13,None,8293.0,100.0,0.000006
My-Euristich,XML100_2214_04,100,0,14,None,9409.0,100.0,0.000008
My-Euristich,XML100_2214_05,100,0,13,None,9597.0,100.0,0.000013
My-Euristich,XML100_2214_06,100,0,13,None,9473.0,100.0,0.000006
My-Euristich,XML100_2214_07,100,0,12,None,8675.0,100.0,0.000005
My-Euristich,XML100_2214_08,100,0,15,None,9309.0,100.0,0.000005
My-Euristich,XML100_2214_09,100,0,13,None,10663.0,100.0,0.000013
My-Euristich,XML100_2214_10,100,0,14,None,10142.0,100.0,0.000006
My-Euristich,XML100_2214_11,100,0,14,None,6907.0,100.0,0.000005
My-Euristich,XML100_2214_12,100,0,14,None,8618.0,100.0,0.000015
My-Euristich,XML100_2214_13,100,0,12,None,8147.0,100.0,0.000011
My-Euristich,XML100_2214_14,100,0,13,None,7926.0,100.0,0.000009
My-Euristich,XML100_2214_15,100,0,13,None,9442.0,100.0,0.000006
My-Euristich,XML100_2214_16,100,0,12,None,9667.0,100.0,0.000005
My-Euristich,XML100_2214_17,100,0,12,None,8511.0,100.0,0.000005
My-Euristich,XML100_2214_18,100,0,13,None,7486.0,100.0,0.000008
My-Euristich,XML100_2214_19,100,0,14,None,9387.0,100.0,0.000006
My-Euristich,XML100_2214_20,100,0,13,None,10249.0,100.0,0.000005
My-Euristich,XML100_2214_21,100,0,12,None,11502.0,100.0,0.000008
My-Euristich,XML100_2214_22,100,0,14,None,8228.0,100.0,0.000018
My-Euristich,XML100_2214_23,100,0,15,None,10106.0,100.0,0.000007
My-Euristich,XML100_2214_24,100,0,15,None,8773.0,100.0,0.000006
My-Euristich,XML100_2214_25,100,0,14,None,8763.0,100.0,0.000006
My-Euristich,XML100_2214_26,100,0,12,None,9040.0,100.0,0.000017
My-Euristich,XML100_2214_27,100,0,13,None,8218.0,100.0,0.000007
My-Euristich,XML100_2215_01,100,0,22,None,6912.0,100.0,0.000005
My-Euristich,XML100_2215_02,100,0,20,None,7361.0,100.0,0.000005
My-Euristich,XML100_2215_03,100,0,19,None,6739.0,100.0,0.000013
My-Euristich,XML100_2215_04,100,0,24,None,7270.0,100.0,0.000008
My-Euristich,XML100_2215_05,100,0,19,None,8531.0,100.0,0.000006
My-Euristich,XML100_2215_06,100,0,22,None,5878.0,100.0,0.000005
My-Euristich,XML100_2215_07,100,0,20,None,7570.0,100.0,0.000006
My-Euristich,XML100_2215_08,100,0,17,None,7553.0,100.0,0.000007
My-Euristich,XML100_2215_09,100,0,19,None,7045.0,100.0,0.000006
My-Euristich,XML100_2215_10,100,0,19,None,7579.0,100.0,0.000005
My-Euristich,XML100_2215_11,100,0,21,None,7342.0,100.0,0.000005
My-Euristich,XML100_2215_12,100,0,19,None,7663.0,100.0,0.000031
My-Euristich,XML100_2215_13,100,0,18,None,7867.0,100.0,0.000006
My-Euristich,XML100_2215_14,100,0,19,None,7394.0,100.0,0.000005
My-Euristich,XML100_2215_15,100,0,19,None,7138.0,100.0,0.000006
My-Euristich,XML100_2215_16,100,0,19,None,8194.0,100.0,0.000006
My-Euristich,XML100_2215_17,100,0,19,None,8581.0,100.0,0.000010
My-Euristich,XML100_2215_18,100,0,17,None,8041.0,100.0,0.000006
My-Euristich,XML100_2215_19,100,0,18,None,6000.0,100.0,0.000005
My-Euristich,XML100_2215_20,100,0,20,None,6401.0,100.0,0.000005
My-Euristich,XML100_2215_21,100,0,24,None,6189.0,100.0,0.000021
My-Euristich,XML100_2215_22,100,0,16,None,7926.0,100.0,0.000007
My-Euristich,XML100_2215_23,100,0,23,None,7252.0,100.0,0.000006
My-Euristich,XML100_2215_24,100,0,24,None,6940.0,100.0,0.000005
My-Euristich,XML100_2215_25,100,0,17,None,7713.0,100.0,0.000025
My-Euristich,XML100_2215_26,100,0,16,None,7583.0,100.0,0.000011
My-Euristich,XML100_2216_01,100,0,25,None,6380.0,100.0,0.000006
My-Euristich,XML100_2216_02,100,0,32,None,6576.0,100.0,0.000016
My-Euristich,XML100_2216_03,100,0,37,None,5563.0,100.0,0.000007
My-Euristich,XML100_2216_04,100,0,46,None,5972.0,100.0,0.000013
My-Euristich,XML100_2216_05,100,0,46,None,5964.0,100.0,0.000007
My-Euristich,XML100_2216_06,100,0,27,None,7095.0,100.0,0.000005
My-Euristich,XML100_2216_07,100,0,30,None,6907.0,100.0,0.000006
My-Euristich,XML100_2216_08,100,0,45,None,5353.0,100.0,0.000017
My-Euristich,XML100_2216_09,100,0,46,None,5405.0,100.0,0.000006
My-Euristich,XML100_2216_10,100,0,44,None,5806.0,100.0,0.000005
My-Euristich,XML100_2216_11,100,0,37,None,4780.0,100.0,0.000005
My-Euristich,XML100_2216_12,100,0,41,None,4413.0,100.0,0.000018
My-Euristich,XML100_2216_13,100,0,28,None,7287.0,100.0,0.000008
My-Euristich,XML100_2216_14,100,0,27,None,7225.0,100.0,0.000005
My-Euristich,XML100_2216_15,100,0,30,None,5696.0,100.0,0.000005
My-Euristich,XML100_2216_16,100,0,30,None,5877.0,100.0,0.000005
My-Euristich,XML100_2216_17,100,0,44,None,6015.0,100.0,0.000012
My-Euristich,XML100_2216_18,100,0,41,None,6785.0,100.0,0.000010
My-Euristich,XML100_2216_19,100,0,26,None,6514.0,100.0,0.000006
My-Euristich,XML100_2216_20,100,0,36,None,4508.0,100.0,0.000005
My-Euristich,XML100_2216_21,100,0,42,None,5977.0,100.0,0.000010
My-Euristich,XML100_2216_22,100,0,29,None,5702.0,100.0,0.000006
My-Euristich,XML100_2216_23,100,0,47,None,7103.0,100.0,0.000006
My-Euristich,XML100_2216_24,100,0,47,None,4642.0,100.0,0.000005
My-Euristich,XML100_2216_25,100,0,49,None,6466.0,100.0,0.000007
My-Euristich,XML100_2216_26,100,0,44,None,5607.0,100.0,0.000009
My-Euristich,XML100_2221_01,100,0,19,None,24630.0,100.0,0.000008
My-Euristich,XML100_2221_02,100,0,21,None,14158.0,100.0,0.000006
My-Euristich,XML100_2221_03,100,0,23,None,22440.0,100.0,0.000008
My-Euristich,XML100_2221_04,100,0,25,None,24090.0,100.0,0.000012
My-Euristich,XML100_2221_05,100,0,21,None,27287.0,100.0,0.000007
My-Euristich,XML100_2221_06,100,0,17,None,20667.0,100.0,0.000006
My-Euristich,XML100_2221_07,100,0,23,None,26900.0,100.0,0.000006
My-Euristich,XML100_2221_08,100,0,18,None,31375.0,100.0,0.000011
My-Euristich,XML100_2221_09,100,0,24,None,17145.0,100.0,0.000007
My-Euristich,XML100_2221_10,100,0,26,None,19922.0,100.0,0.000005
My-Euristich,XML100_2221_11,100,0,18,None,23604.0,100.0,0.000005
My-Euristich,XML100_2221_12,100,0,22,None,14671.0,100.0,0.000012
My-Euristich,XML100_2221_13,100,0,24,None,22582.0,100.0,0.000010
My-Euristich,XML100_2221_14,100,0,27,None,18342.0,100.0,0.000005
My-Euristich,XML100_2221_15,100,0,23,None,22162.0,100.0,0.000005
My-Euristich,XML100_2221_16,100,0,16,None,28245.0,100.0,0.000006
My-Euristich,XML100_2221_17,100,0,19,None,24195.0,100.0,0.000010
My-Euristich,XML100_2221_18,100,0,21,None,27093.0,100.0,0.000006
My-Euristich,XML100_2221_19,100,0,26,None,19672.0,100.0,0.000006
My-Euristich,XML100_2221_20,100,0,24,None,15753.0,100.0,0.000005
My-Euristich,XML100_2221_21,100,0,28,None,11733.0,100.0,0.000006
My-Euristich,XML100_2221_22,100,0,19,None,17256.0,100.0,0.000008
My-Euristich,XML100_2221_23,100,0,18,None,26807.0,100.0,0.000005
My-Euristich,XML100_2221_24,100,0,18,None,27245.0,100.0,0.000005
My-Euristich,XML100_2221_25,100,0,19,None,25676.0,100.0,0.000005
My-Euristich,XML100_2221_26,100,0,25,None,22366.0,100.0,0.000016
My-Euristich,XML100_2222_01,100,0,33,None,15885.0,100.0,0.000009
My-Euristich,XML100_2222_02,100,0,32,None,14290.0,100.0,0.000006
My-Euristich,XML100_2222_03,100,0,37,None,14254.0,100.0,0.000007
My-Euristich,XML100_2222_04,100,0,38,None,11838.0,100.0,0.000011
My-Euristich,XML100_2222_05,100,0,34,None,13594.0,100.0,0.000009
My-Euristich,XML100_2222_06,100,0,31,None,17568.0,100.0,0.000012
My-Euristich,XML100_2222_07,100,0,41,None,8865.0,100.0,0.000006
My-Euristich,XML100_2222_08,100,0,30,None,14449.0,100.0,0.000011
My-Euristich,XML100_2222_09,100,0,35,None,9529.0,100.0,0.000009
My-Euristich,XML100_2222_10,100,0,36,None,13977.0,100.0,0.000009
My-Euristich,XML100_2222_11,100,0,35,None,16731.0,100.0,0.000006
My-Euristich,XML100_2222_12,100,0,38,None,13279.0,100.0,0.000005
My-Euristich,XML100_2222_13,100,0,31,None,15766.0,100.0,0.000013
My-Euristich,XML100_2222_14,100,0,40,None,15726.0,100.0,0.000005
My-Euristich,XML100_2222_15,100,0,38,None,14603.0,100.0,0.000005
My-Euristich,XML100_2222_16,100,0,38,None,13926.0,100.0,0.000005
My-Euristich,XML100_2222_17,100,0,31,None,12719.0,100.0,0.000014
My-Euristich,XML100_2222_18,100,0,38,None,12885.0,100.0,0.000008
My-Euristich,XML100_2222_19,100,0,32,None,16716.0,100.0,0.000006
My-Euristich,XML100_2222_20,100,0,36,None,15273.0,100.0,0.000005
My-Euristich,XML100_2222_21,100,0,35,None,15305.0,100.0,0.000005
My-Euristich,XML100_2222_22,100,0,44,None,13371.0,100.0,0.000012
My-Euristich,XML100_2222_23,100,0,37,None,15451.0,100.0,0.000006
My-Euristich,XML100_2222_24,100,0,35,None,17783.0,100.0,0.000005
My-Euristich,XML100_2222_25,100,0,28,None,16689.0,100.0,0.000005
My-Euristich,XML100_2222_26,100,0,29,None,15676.0,100.0,0.000039
My-Euristich,XML100_2223_01,100,0,46,None,12815.0,100.0,0.000016
My-Euristich,XML100_2223_02,100,0,64,None,8613.0,100.0,0.000005
My-Euristich,XML100_2223_03,100,0,63,None,10619.0,100.0,0.000005
My-Euristich,XML100_2223_04,100,0,66,None,10418.0,100.0,0.000021
My-Euristich,XML100_2223_05,100,0,67,None,11657.0,100.0,0.000011
My-Euristich,XML100_2223_06,100,0,54,None,12319.0,100.0,0.000006
My-Euristich,XML100_2223_07,100,0,68,None,10277.0,100.0,0.000006
My-Euristich,XML100_2223_08,100,0,54,None,12730.0,100.0,0.000013
My-Euristich,XML100_2223_09,100,0,45,None,12154.0,100.0,0.000010
My-Euristich,XML100_2223_10,100,0,53,None,11371.0,100.0,0.000006
My-Euristich,XML100_2223_11,100,0,67,None,8407.0,100.0,0.000015
My-Euristich,XML100_2223_12,100,0,46,None,11851.0,100.0,0.000016
My-Euristich,XML100_2223_13,100,0,67,None,9313.0,100.0,0.000012
My-Euristich,XML100_2223_14,100,0,50,None,13303.0,100.0,0.000006
My-Euristich,XML100_2223_15,100,0,55,None,9196.0,100.0,0.000005
My-Euristich,XML100_2223_16,100,0,62,None,10862.0,100.0,0.000007
My-Euristich,XML100_2223_17,100,0,56,None,10500.0,100.0,0.000011
My-Euristich,XML100_2223_18,100,0,71,None,11061.0,100.0,0.000006
My-Euristich,XML100_2223_19,100,0,47,None,14580.0,100.0,0.000006
My-Euristich,XML100_2223_20,100,0,54,None,11398.0,100.0,0.000005
My-Euristich,XML100_2223_21,100,0,52,None,12848.0,100.0,0.000012
My-Euristich,XML100_2223_22,100,0,57,None,9988.0,100.0,0.000007
My-Euristich,XML100_2223_23,100,0,46,None,13597.0,100.0,0.000006
My-Euristich,XML100_2223_24,100,0,64,None,10540.0,100.0,0.000005
My-Euristich,XML100_2223_25,100,0,51,None,12383.0,100.0,0.000005
My-Euristich,XML100_2223_26,100,0,50,None,12992.0,100.0,0.000013
My-Euristich,XML100_2224_01,100,0,73,None,7299.0,100.0,0.000006
My-Euristich,XML100_2224_02,100,0,82,None,7802.0,100.0,0.000006
My-Euristich,XML100_2224_03,100,0,81,None,7784.0,100.0,0.000005
My-Euristich,XML100_2224_04,100,0,87,None,7208.0,100.0,0.000009
My-Euristich,XML100_2224_05,100,0,72,None,9407.0,100.0,0.000009
My-Euristich,XML100_2224_06,100,0,87,None,8467.0,100.0,0.000006
My-Euristich,XML100_2224_07,100,0,81,None,8866.0,100.0,0.000006
My-Euristich,XML100_2224_08,100,0,73,None,9306.0,100.0,0.000006
My-Euristich,XML100_2224_09,100,0,64,None,9080.0,100.0,0.000009
My-Euristich,XML100_2224_10,100,0,89,None,7064.0,100.0,0.000015
My-Euristich,XML100_2224_11,100,0,79,None,10144.0,100.0,0.000006
My-Euristich,XML100_2224_12,100,0,86,None,5891.0,100.0,0.000005
My-Euristich,XML100_2224_13,100,0,80,None,8762.0,100.0,0.000012
My-Euristich,XML100_2224_14,100,0,75,None,7473.0,100.0,0.000008
My-Euristich,XML100_2224_15,100,0,87,None,7586.0,100.0,0.000007
My-Euristich,XML100_2224_16,100,0,69,None,9643.0,100.0,0.000005
My-Euristich,XML100_2224_17,100,0,76,None,8981.0,100.0,0.000013
My-Euristich,XML100_2224_18,100,0,68,None,8991.0,100.0,0.000030
My-Euristich,XML100_2224_19,100,0,75,None,8890.0,100.0,0.000025
My-Euristich,XML100_2224_20,100,0,75,None,9644.0,100.0,0.000031
My-Euristich,XML100_2224_21,100,0,84,None,8092.0,100.0,0.000023
My-Euristich,XML100_2224_22,100,0,95,None,7589.0,100.0,0.000072
My-Euristich,XML100_2224_23,100,0,58,None,9016.0,100.0,0.000026
My-Euristich,XML100_2224_24,100,0,77,None,7397.0,100.0,0.000015
My-Euristich,XML100_2224_25,100,0,71,None,9951.0,100.0,0.000043
My-Euristich,XML100_2224_26,100,0,66,None,8719.0,100.0,0.000030
My-Euristich,XML100_2225_01,100,0,136,None,6071.0,100.0,0.000006
My-Euristich,XML100_2225_02,100,0,115,None,6116.0,100.0,0.000005
My-Euristich,XML100_2225_03,100,0,116,None,7896.0,100.0,0.000011
My-Euristich,XML100_2225_04,100,0,107,None,7397.0,100.0,0.000006
My-Euristich,XML100_2225_05,100,0,99,None,7304.0,100.0,0.000005
My-Euristich,XML100_2225_06,100,0,107,None,8316.0,100.0,0.000005
My-Euristich,XML100_2225_07,100,0,104,None,8167.0,100.0,0.000006
My-Euristich,XML100_2225_08,100,0,108,None,8396.0,100.0,0.000008
My-Euristich,XML100_2225_09,100,0,106,None,9186.0,100.0,0.000005
My-Euristich,XML100_2225_10,100,0,137,None,7849.0,100.0,0.000005
My-Euristich,XML100_2225_11,100,0,113,None,6559.0,100.0,0.000006
My-Euristich,XML100_2225_12,100,0,116,None,6203.0,100.0,0.000008
My-Euristich,XML100_2225_13,100,0,142,None,6459.0,100.0,0.000006
My-Euristich,XML100_2225_14,100,0,124,None,7406.0,100.0,0.000005
My-Euristich,XML100_2225_15,100,0,105,None,6007.0,100.0,0.000006
My-Euristich,XML100_2225_16,100,0,107,None,7307.0,100.0,0.000016
My-Euristich,XML100_2225_17,100,0,88,None,7861.0,100.0,0.000005
My-Euristich,XML100_2225_18,100,0,107,None,7023.0,100.0,0.000006
My-Euristich,XML100_2225_19,100,0,90,None,7954.0,100.0,0.000005
My-Euristich,XML100_2225_20,100,0,100,None,6830.0,100.0,0.000012
My-Euristich,XML100_2225_21,100,0,94,None,7852.0,100.0,0.000007
My-Euristich,XML100_2225_22,100,0,126,None,8354.0,100.0,0.000012
My-Euristich,XML100_2225_23,100,0,113,None,6156.0,100.0,0.000006
My-Euristich,XML100_2225_24,100,0,111,None,7541.0,100.0,0.000007
My-Euristich,XML100_2225_25,100,0,127,None,6934.0,100.0,0.000013
My-Euristich,XML100_2225_26,100,0,123,None,7240.0,100.0,0.000007
My-Euristich,XML100_2226_01,100,0,156,None,4833.0,100.0,0.000006
My-Euristich,XML100_2226_02,100,0,193,None,6527.0,100.0,0.000008
My-Euristich,XML100_2226_03,100,0,181,None,7896.0,100.0,0.000012
My-Euristich,XML100_2226_04,100,0,136,None,5645.0,100.0,0.000010
My-Euristich,XML100_2226_05,100,0,232,None,6727.0,100.0,0.000017
My-Euristich,XML100_2226_06,100,0,163,None,5689.0,100.0,0.000027
My-Euristich,XML100_2226_07,100,0,256,None,5914.0,100.0,0.000010
My-Euristich,XML100_2226_08,100,0,180,None,5732.0,100.0,0.000007
My-Euristich,XML100_2226_09,100,0,231,None,6053.0,100.0,0.000005
My-Euristich,XML100_2226_10,100,0,158,None,6043.0,100.0,0.000006
My-Euristich,XML100_2226_11,100,0,151,None,6850.0,100.0,0.000011
My-Euristich,XML100_2226_12,100,0,247,None,6156.0,100.0,0.000006
My-Euristich,XML100_2226_13,100,0,231,None,5877.0,100.0,0.000006
My-Euristich,XML100_2226_14,100,0,196,None,6016.0,100.0,0.000005
My-Euristich,XML100_2226_15,100,0,222,None,5570.0,100.0,0.000012
My-Euristich,XML100_2226_16,100,0,230,None,5210.0,100.0,0.000008
My-Euristich,XML100_2226_17,100,0,174,None,6774.0,100.0,0.000006
My-Euristich,XML100_2226_18,100,0,168,None,5880.0,100.0,0.000006
My-Euristich,XML100_2226_19,100,0,177,None,6387.0,100.0,0.000021
My-Euristich,XML100_2226_20,100,0,264,None,5981.0,100.0,0.000008
My-Euristich,XML100_2226_21,100,0,243,None,5178.0,100.0,0.000006
My-Euristich,XML100_2226_22,100,0,190,None,5512.0,100.0,0.000006
My-Euristich,XML100_2226_23,100,0,221,None,5483.0,100.0,0.000007
My-Euristich,XML100_2226_24,100,0,260,None,6207.0,100.0,0.000012
My-Euristich,XML100_2226_25,100,0,167,None,6638.0,100.0,0.000007
My-Euristich,XML100_2226_26,100,0,194,None,5265.0,100.0,0.000014
My-Euristich,XML100_2231_01,100,0,26,None,26756.0,100.0,0.000006
My-Euristich,XML100_2231_02,100,0,33,None,19903.0,100.0,0.000013
My-Euristich,XML100_2231_03,100,0,32,None,27054.0,100.0,0.000009
My-Euristich,XML100_2231_04,100,0,29,None,20550.0,100.0,0.000006
My-Euristich,XML100_2231_05,100,0,23,None,31296.0,100.0,0.000006
My-Euristich,XML100_2231_06,100,0,28,None,19933.0,100.0,0.000013
My-Euristich,XML100_2231_07,100,0,36,None,18309.0,100.0,0.000007
My-Euristich,XML100_2231_08,100,0,30,None,22420.0,100.0,0.000006
My-Euristich,XML100_2231_09,100,0,26,None,25707.0,100.0,0.000006
My-Euristich,XML100_2231_10,100,0,24,None,20056.0,100.0,0.000018
My-Euristich,XML100_2231_11,100,0,30,None,19340.0,100.0,0.000007
My-Euristich,XML100_2231_12,100,0,36,None,15409.0,100.0,0.000007
My-Euristich,XML100_2231_13,100,0,34,None,23705.0,100.0,0.000006
My-Euristich,XML100_2231_14,100,0,36,None,20246.0,100.0,0.000009
My-Euristich,XML100_2231_15,100,0,33,None,14758.0,100.0,0.000009
My-Euristich,XML100_2231_16,100,0,38,None,19341.0,100.0,0.000007
My-Euristich,XML100_2231_17,100,0,31,None,19991.0,100.0,0.000006
My-Euristich,XML100_2231_18,100,0,27,None,22639.0,100.0,0.000006
My-Euristich,XML100_2231_19,100,0,29,None,21849.0,100.0,0.000011
My-Euristich,XML100_2231_20,100,0,24,None,26271.0,100.0,0.000006
My-Euristich,XML100_2231_21,100,0,32,None,26622.0,100.0,0.000006
My-Euristich,XML100_2231_22,100,0,24,None,23205.0,100.0,0.000007
My-Euristich,XML100_2231_23,100,0,29,None,24530.0,100.0,0.000014
My-Euristich,XML100_2231_24,100,0,32,None,21158.0,100.0,0.000007
My-Euristich,XML100_2231_25,100,0,32,None,24735.0,100.0,0.000007
My-Euristich,XML100_2231_26,100,0,35,None,22594.0,100.0,0.000006
My-Euristich,XML100_2232_01,100,0,59,None,12027.0,100.0,0.000010
My-Euristich,XML100_2232_02,100,0,41,None,18096.0,100.0,0.000009
My-Euristich,XML100_2232_03,100,0,55,None,10544.0,100.0,0.000006
My-Euristich,XML100_2232_04,100,0,43,None,15030.0,100.0,0.000006
My-Euristich,XML100_2232_05,100,0,49,None,14510.0,100.0,0.000012
My-Euristich,XML100_2232_06,100,0,43,None,15555.0,100.0,0.000009
My-Euristich,XML100_2232_07,100,0,46,None,11116.0,100.0,0.000008
My-Euristich,XML100_2232_08,100,0,55,None,12521.0,100.0,0.000013
My-Euristich,XML100_2232_09,100,0,50,None,16345.0,100.0,0.000011
My-Euristich,XML100_2232_10,100,0,39,None,13839.0,100.0,0.000006
My-Euristich,XML100_2232_11,100,0,39,None,19291.0,100.0,0.000006
My-Euristich,XML100_2232_12,100,0,43,None,17937.0,100.0,0.000005
My-Euristich,XML100_2232_13,100,0,45,None,12957.0,100.0,0.000007
My-Euristich,XML100_2232_14,100,0,50,None,13444.0,100.0,0.000014
My-Euristich,XML100_2232_15,100,0,62,None,13660.0,100.0,0.000007
My-Euristich,XML100_2232_16,100,0,59,None,12761.0,100.0,0.000005
My-Euristich,XML100_2232_17,100,0,54,None,12484.0,100.0,0.000010
My-Euristich,XML100_2232_18,100,0,45,None,17026.0,100.0,0.000016
My-Euristich,XML100_2232_19,100,0,57,None,17340.0,100.0,0.000006
My-Euristich,XML100_2232_20,100,0,51,None,15211.0,100.0,0.000006
My-Euristich,XML100_2232_21,100,0,53,None,14717.0,100.0,0.000007
My-Euristich,XML100_2232_22,100,0,45,None,17878.0,100.0,0.000016
My-Euristich,XML100_2232_23,100,0,53,None,12143.0,100.0,0.000007
My-Euristich,XML100_2232_24,100,0,49,None,16743.0,100.0,0.000007
My-Euristich,XML100_2232_25,100,0,56,None,14877.0,100.0,0.000008
My-Euristich,XML100_2232_26,100,0,53,None,14613.0,100.0,0.000015
My-Euristich,XML100_2233_01,100,0,81,None,8917.0,100.0,0.000007
My-Euristich,XML100_2233_02,100,0,67,None,9616.0,100.0,0.000006
My-Euristich,XML100_2233_03,100,0,86,None,9638.0,100.0,0.000007
My-Euristich,XML100_2233_04,100,0,62,None,11220.0,100.0,0.000013
My-Euristich,XML100_2233_05,100,0,85,None,9087.0,100.0,0.000006
My-Euristich,XML100_2233_06,100,0,87,None,7821.0,100.0,0.000006
My-Euristich,XML100_2233_07,100,0,87,None,9076.0,100.0,0.000005
My-Euristich,XML100_2233_08,100,0,64,None,11063.0,100.0,0.000011
My-Euristich,XML100_2233_09,100,0,86,None,9676.0,100.0,0.000010
My-Euristich,XML100_2233_10,100,0,83,None,9995.0,100.0,0.000006
My-Euristich,XML100_2233_11,100,0,86,None,10007.0,100.0,0.000006
My-Euristich,XML100_2233_12,100,0,60,None,12335.0,100.0,0.000007
My-Euristich,XML100_2233_13,100,0,87,None,8724.0,100.0,0.000017
My-Euristich,XML100_2233_14,100,0,94,None,9112.0,100.0,0.000006
My-Euristich,XML100_2233_15,100,0,79,None,11403.0,100.0,0.000006
My-Euristich,XML100_2233_16,100,0,69,None,11730.0,100.0,0.000006
